node_id,node_coordinate_x,node_coordinate_y,node_coordinate_z,coordination-number
2443,21.0,14.0,12.0,4.0
1968,32.0,13.0,10.0,3.0
1971,11.0,15.0,10.0,4.0
2227,41.0,14.0,11.0,3.0
2265,41.0,26.0,11.0,3.0
1989,72.0,20.0,10.0,3.0
1987,83.0,19.0,10.0,3.0
2014,19.0,26.0,10.0,3.0
2260,3.0,26.0,11.0,3.0
2015,9.0,27.0,10.0,3.0
2971,20.0,35.0,14.0,4.0
2052,6.0,58.0,10.0,3.0
2061,23.0,66.0,10.0,3.0
2319,56.0,67.0,11.0,3.0
2086,49.0,70.0,10.0,3.0
2323,68.0,68.0,11.0,4.0
1875,60.0,77.0,9.0,3.0
1866,82.0,71.0,9.0,4.0
2326,80.0,69.0,11.0,3.0
2117,60.0,79.0,10.0,4.0
1911,36.0,97.0,9.0,4.0
2607,35.0,89.0,12.0,3.0
1912,46.0,97.0,9.0,3.0
2884,46.0,90.0,13.0,3.0
2149,26.0,1.0,11.0,3.0
2411,21.0,4.0,12.0,4.0
2174,41.0,3.0,11.0,4.0
2404,49.0,3.0,12.0,3.0
2395,2.0,2.0,12.0,3.0
2179,6.0,5.0,11.0,3.0
2191,78.0,7.0,11.0,3.0
1961,84.0,10.0,10.0,3.0
2187,50.0,7.0,11.0,3.0
2445,52.0,14.0,12.0,3.0
2430,87.0,8.0,12.0,3.0
2934,31.0,14.0,14.0,3.0
2931,7.0,14.0,14.0,3.0
2689,83.0,16.0,13.0,3.0
2476,89.0,28.0,12.0,3.0
2020,20.0,29.0,10.0,3.0
2254,11.0,25.0,11.0,3.0
2493,9.0,35.0,12.0,4.0
2970,19.0,35.0,14.0,4.0
3646,86.0,37.0,17.0,3.0
2992,91.0,49.0,14.0,3.0
2511,13.0,56.0,12.0,3.0
2761,21.0,58.0,13.0,4.0
2302,2.0,57.0,11.0,3.0
2098,93.0,70.0,10.0,4.0
3259,91.0,58.0,15.0,3.0
2073,37.0,69.0,10.0,3.0
2544,34.0,65.0,12.0,3.0
2564,36.0,76.0,12.0,3.0
2549,45.0,66.0,12.0,4.0
2572,48.0,77.0,12.0,3.0
3723,98.0,68.0,17.0,3.0
2557,91.0,72.0,12.0,3.0
2350,60.0,79.0,11.0,4.0
2356,4.0,88.0,11.0,3.0
2594,13.0,88.0,12.0,4.0
