node_id,node_coordinate_x,node_coordinate_y,node_coordinate_z,coordination-number
4529,51.0,36.0,25.0,4.0
4378,29.0,36.0,24.0,3.0
4204,15.0,37.0,23.0,3.0
3796,9.0,42.0,21.0,3.0
3806,4.0,56.0,21.0,3.0
3819,13.0,58.0,21.0,3.0
3673,1.0,67.0,20.0,3.0
4612,7.0,71.0,25.0,3.0
4973,45.0,69.0,27.0,3.0
3869,73.0,93.0,21.0,3.0
3897,11.0,13.0,22.0,3.0
4128,67.0,13.0,23.0,3.0
3733,72.0,15.0,21.0,3.0
3922,73.0,16.0,22.0,3.0
3756,49.0,25.0,21.0,3.0
3921,49.0,16.0,22.0,4.0
3770,85.0,27.0,21.0,4.0
5399,48.0,26.0,30.0,3.0
4164,73.0,17.0,23.0,3.0
4189,80.0,29.0,23.0,3.0
4190,89.0,29.0,23.0,3.0
4520,59.0,34.0,25.0,3.0
4192,90.0,30.0,23.0,3.0
4879,98.0,35.0,27.0,3.0
3976,3.0,38.0,22.0,4.0
4728,9.0,48.0,26.0,3.0
4007,4.0,58.0,22.0,3.0
4731,3.0,50.0,26.0,3.0
3997,17.0,56.0,22.0,3.0
3820,23.0,58.0,21.0,3.0
4226,16.0,55.0,23.0,3.0
4028,71.0,75.0,22.0,3.0
3851,65.0,79.0,21.0,3.0
4035,79.0,76.0,22.0,3.0
4056,90.0,79.0,22.0,3.0
4030,59.0,76.0,22.0,3.0
5347,16.0,85.0,29.0,3.0
4270,66.0,82.0,23.0,3.0
4272,30.0,89.0,23.0,4.0
4079,66.0,90.0,22.0,3.0
5821,19.0,95.0,32.0,3.0
4099,84.0,94.0,22.0,3.0
5361,78.0,97.0,29.0,3.0
4106,2.0,2.0,23.0,3.0
4480,11.0,4.0,25.0,3.0
3918,84.0,15.0,22.0,3.0
4168,96.0,18.0,23.0,3.0
4151,36.0,15.0,23.0,3.0
4132,24.0,14.0,23.0,3.0
4347,87.0,14.0,24.0,3.0
4126,45.0,13.0,23.0,3.0
4337,77.0,13.0,24.0,3.0
3943,5.0,21.0,22.0,3.0
4353,6.0,16.0,24.0,3.0
4156,15.0,16.0,23.0,3.0
4171,14.0,21.0,23.0,3.0
4185,1.0,26.0,23.0,3.0
5549,58.0,27.0,31.0,3.0
4517,70.0,32.0,25.0,3.0
5414,4.0,33.0,30.0,4.0
4916,2.0,49.0,27.0,3.0
4382,16.0,38.0,24.0,3.0
4381,28.0,37.0,24.0,3.0
4719,19.0,47.0,26.0,3.0
4008,35.0,58.0,22.0,3.0
4234,29.0,57.0,23.0,3.0
4009,44.0,58.0,22.0,3.0
5597,5.0,62.0,31.0,4.0
4227,38.0,56.0,23.0,3.0
4580,49.0,55.0,25.0,3.0
4772,71.0,68.0,26.0,3.0
4040,77.0,77.0,22.0,3.0
4254,59.0,71.0,23.0,3.0
5459,82.0,68.0,30.0,3.0
4059,89.0,80.0,22.0,3.0
4260,93.0,76.0,23.0,3.0
4982,79.0,82.0,27.0,3.0
4097,48.0,93.0,22.0,3.0
4286,62.0,92.0,23.0,3.0
4457,54.0,88.0,24.0,3.0
4275,44.0,90.0,23.0,3.0
4102,48.0,95.0,22.0,3.0
4632,79.0,91.0,25.0,3.0
4814,90.0,92.0,26.0,3.0
4297,49.0,97.0,23.0,1.0
4477,1.0,3.0,25.0,3.0
4825,24.0,3.0,27.0,3.0
4308,34.0,5.0,24.0,3.0
4312,45.0,6.0,24.0,3.0
4345,41.0,14.0,24.0,3.0
4319,56.0,8.0,24.0,3.0
4152,60.0,15.0,23.0,3.0
4670,53.0,16.0,26.0,3.0
4352,62.0,15.0,24.0,3.0
4335,23.0,13.0,24.0,3.0
4349,25.0,15.0,24.0,3.0
4179,35.0,23.0,23.0,3.0
5865,74.0,23.0,33.0,3.0
4671,98.0,16.0,26.0,3.0
4181,12.0,24.0,23.0,3.0
5540,34.0,27.0,31.0,3.0
4679,9.0,25.0,26.0,3.0
5413,4.0,32.0,30.0,3.0
4686,80.0,31.0,26.0,3.0
5239,91.0,27.0,29.0,3.0
4878,90.0,35.0,27.0,4.0
4240,40.0,57.0,23.0,3.0
4412,27.0,56.0,24.0,3.0
4777,8.0,70.0,26.0,3.0
4774,18.0,69.0,26.0,3.0
5150,58.0,67.0,28.0,3.0
5349,29.0,87.0,29.0,3.0
4459,42.0,90.0,24.0,3.0
4460,64.0,91.0,24.0,3.0
